feature_id,parent_feature_id,source_tracker,surface,feature,entrypoint_or_route,source_evidence,risk_level,user_story,expected_behavior,setup_preconditions,test_command_or_steps,verification_mode,status,evidence,bug_id,bug_summary,bug_repro,fix_status,retest_evidence,last_verified_at,owner_lane,notes,review_status,review_notes,fix_strategy,validation_status
CLI-020,,docs/qa/feature-user-story-status.csv,CLI,MCP ingest,ctx-mcp-ingest,pyproject.toml project.scripts; src/ctx/utils/_safe_name.py; src/mcp_entity.py; src/mcp_ingest.py,Medium,As a maintainer I can ingest MCP catalog data,"Ingest deduplicates and normalizes records, streams --from-jsonl one record per line without preloading, reports --status without creating a missing wiki path, records malformed JSONL or non-object JSON as current-run failures with a nonzero dry-run exit, and resets corrupt scalar/nested checkpoint member shapes fresh.",Fixture catalog,ctx-mcp-ingest --help; pytest src/tests/test_mcp_ingest.py -q,Automated Test,Retested Pass,PASS: focused MCP ingest regressions cover malformed JSONL/non-object current-run failures corrupt checkpoint scalar/nested member resets JSONL streaming and read-only status.,AUDIT-016; AUDIT-022; AUDIT-023,Malformed JSONL/non-object inputs were warned or skipped corrupt checkpoint member shapes could poison checkpoint recovery JSONL replay preloaded files and --status created missing wiki paths.,"Run ctx-mcp-ingest dry-run with malformed JSONL or non-object JSON, replay --from-jsonl under a read_text failure, run --status against a missing wiki path, and load corrupt scalar/nested checkpoint member shapes before the fix.",Fixed,PASS: .venv/bin/python -m pytest src/tests/test_mcp_ingest.py -q --tb=short -> 32 passed.,2026-07-05,CLI Lane,Updated for malformed input checkpoint JSONL streaming and read-only status regressions.,Reviewed by no-mistakes,no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC reached passed after review/test/document/lint/CI; post-merge stats cleanup PR #239 also passed.,Ponytail: treat malformed/current-run failure checkpoint-shape recovery streaming replay and read-only status only; no ingest feature expansion.,Validated by focused regressions and no-mistakes run 01KWSCY4EF01EXWSHYB5SGS4BC on PR #238; PR merged as 90babdd and post-merge inventory cleanup merged as PR #239.
CLI-021,,docs/qa/feature-user-story-status.csv,CLI,MCP enrich,ctx-mcp-enrich,pyproject.toml project.scripts; src/mcp_enrich.py,Medium,As a maintainer I can enrich MCP records,Enrichment updates only frontmatter metadata and keeps checkpoint processed/failure state consistent with a positive flush cadence.,Fixture record,ctx-mcp-enrich --help; pytest src/tests/test_mcp_enrich_render_scalar.py -q,Automated Test,Retested Pass,"PASS: focused MCP enrich regressions cover frontmatter-only writes, strict checkpoint loading, stale failure cleanup, dry-run checkpoint isolation, and non-positive flush_every rejection.",,,,,PASS: no-mistakes PR #237 and focused MCP enrich regressions validated checkpoint/frontmatter hardening.,2026-07-05,CLI Lane,Canonical row synchronized with supporting tracker after PR #237 MCP enrich hardening.,Reviewed by no-mistakes,no-mistakes run 01KWSAC0DM0XW27Z4YRKR3M29R reached checks-passed on PR #237.,Ponytail: frontmatter/checkpoint durability only; preserve curated markdown body content.,Validated by no-mistakes PR #237 and focused enrich regressions.
CLI-022,,docs/qa/feature-user-story-status.csv,CLI,MCP quality,ctx-mcp-quality,pyproject.toml project.scripts; src/mcp_quality.py; src/mcp_quality_signals.py,Medium,As a maintainer I can score MCP quality,MCP score explains source docs install and metadata signals,Repo wiki available,ctx-mcp-quality --help,Automated Test,Tested Pass,"MCP quality batches passed: 123 passed plus 78 passed, 1 skipped in signal/enrich coverage.",,,,,,2026-06-23,CLI Lane,Validated in focused pytest or isolated temp CLI smoke during A-Z pass.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
CLI-023,,docs/qa/feature-user-story-status.csv,CLI,MCP rebuild index,ctx-mcp-rebuild-index,pyproject.toml project.scripts; src/mcp_rebuild_index.py; src/tests/test_mcp_rebuild_index.py; src/mcp_canonical_index.py,Medium,As a maintainer I can rebuild MCP lookup index,Index rebuild scans extracted entities or wiki packs normalizes GitHub URLs writes the sidecar only outside dry-run and returns distinct missing-wiki and failure exits,Fixture wiki with an MCP entity,.venv/bin/python -m pytest -q src/tests/test_mcp_rebuild_index.py --cov=mcp_rebuild_index --cov-report=term-missing --cov-fail-under=90,Automated Test,Retested Pass,PASS: 3 entrypoint tests cover real dry-run and write behavior normalized sidecar output missing-wiki exit 2 and rebuild-failure exit 1 with 96.67 percent direct coverage.,AUDIT-059,The shipped CLI entrypoint had no automated behavior regression,coverage inventory reported zero exercised mcp_rebuild_index statements,Fixed,PASS: the CLI and canonical index suites pass together across 42 tests.,2026-07-20,CLI Lane,AUDIT-059 closed without a product-code change; expected behavior now matches the actual sidecar and exit contract.,Reviewed locally,Standards/spec review found sound entrypoint behavior and the full project static gate is clean.,Ponytail: test the current CLI contract and correct stale tracker prose only.,Validated by 3 focused tests at 96.67 percent direct coverage plus 39 canonical-index regressions and clean mypy
CLI-024,,docs/qa/feature-user-story-status.csv,CLI,MCP server,ctx-mcp-server,pyproject.toml project.scripts,High,As an MCP client I can connect to ctx as an MCP server,Server speaks JSON-RPC over stdio exposes ctx-core tools and shapes invalid requests safely,Local MCP client or stdio smoke,JSON-RPC initialize then tools/list and tools/call against ctx-mcp-server,Automated Test,Tested Pass,test_mcp_server.py covers initialize tools/list tools/call error shaping subprocess round-trip and telemetry redaction.,,,,,,2026-06-29,CLI Lane,Corrected tracker behavior from nonexistent --help path to the actual stdio MCP server contract.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
CLI-025,,docs/qa/feature-user-story-status.csv,CLI,Harness add,ctx-harness-add,pyproject.toml project.scripts; src/ctx/utils/_fs_utils.py,Medium,As a user I can add or update a harness,Harness page is atomic symlink-safe scored and linked to compatible model goals,Temp harness JSON/wiki,ctx-harness-add --dry-run --from-json fixture,CLI Smoke,Retested Pass,Failed in isolated A-Z flow: Windows UTF-8 BOM input was rejected by markdown/JSON parsing; some rejected batch CLIs could still exit 0.,CTX-AZ-004,"Entity onboarding was not Windows-BOM-safe across skill/agent/MCP/harness inputs, and failed batches needed non-zero exits.",ctx-harness-add --dry-run --from-json fixture,Fixed,PASS: Harness add accepted BOM-prefixed JSON and wrote wiki entity in temp CLI flow. Focused pytest regressions passed.,2026-06-23,CLI Lane,Regression coverage added for BOM inputs and MCP rejected-batch exit.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
CLI-026,,docs/qa/feature-user-story-status.csv,CLI,Harness install/recommend,ctx-harness-install,pyproject.toml project.scripts,High,As a local/API model user I can get harness recommendations and install one,Wizard interviews model goal tools privacy runtime and recommends harness above threshold or no-fit PRD,Graph/wiki installed,ctx-harness-install --dry-run --goal sample --model openai/gpt-4.1,CLI Smoke,Retested Pass,FAIL: generic Python coding-agent goal recommended narrow text-to-cad harness,CTX-AZ-003,Narrow-domain harnesses could win generic goals via shared python/filesystem/verification terms,ctx-harness-install --dry-run --goal sample --model openai/gpt-4.1,Fixed with domain-fit penalty unless the user goal names the harness domain,PASS: generic goal now returns no-fit PRD; explicit CAD/robotics goal still recommends text-to-cad; focused tests 4 passed,2026-06-23,CLI Lane,,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
CLI-027,,docs/qa/feature-user-story-status.csv,CLI,Bundle suggest,ctx-bundle-suggest,pyproject.toml project.scripts,Medium,As a session-start hook I can get a capped bundle suggestion,Bundle suggestions are capped deduped and explain why each entity is useful,Graph installed and repo context,ctx-bundle-suggest --help,Automated Test,Tested Pass,"bundle/lifecycle/toolbox batch: 110 passed, including bundle suggestion/orchestration behavior.",,,,,,2026-06-23,CLI Lane,Validated in focused pytest or isolated temp CLI smoke during A-Z pass.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
CLI-028,,docs/qa/feature-user-story-status.csv,CLI,Lifecycle,ctx-lifecycle,pyproject.toml project.scripts; src/ctx_lifecycle.py,Medium,As a maintainer I can govern stale skill lifecycle,Quality grades and age produce reviewable watch demote archive and purge transitions; destructive actions require confirmation,Quality and lifecycle sidecar paths available,.venv/bin/python -m pytest -q --no-cov src/tests/test_ctx_lifecycle.py,Automated Test,Tested Pass,PASS: 169 combined MCP fetch/source lifecycle and queue behavior tests passed in 1.76s.,,,,,,2026-07-16,CLI Lane,Expected behavior now names the shipped retention lifecycle instead of runtime load/unload.,Reviewed locally,Historical load/unload wording described a different subsystem.,Ponytail: corrected tracker contract to the implemented CLI surface.,Retested in current audit phase
CLI-029,,docs/qa/feature-user-story-status.csv,CLI,Toolbox,ctx-toolbox,pyproject.toml project.scripts; src/toolbox_config.py; src/toolbox_hooks.py,Medium,As a user I can manage toolbox councils,Toolbox init/list/run is idempotent and does not warn on expected existing state,Temp toolbox home,ctx-toolbox --help,Automated Test,Tested Pass,"bundle/lifecycle/toolbox batch: 110 passed, including toolbox config/hooks behavior.",,,,,,2026-06-23,CLI Lane,Validated in focused pytest or isolated temp CLI smoke during A-Z pass.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
